"tissue_type","sample_id","expression"
"Brain - Cerebellum","GTEX-12WSM-2126-SM-5GCOC.1",23634847.5798991
"Brain - Caudate (basal ganglia)","GTEX-ZAB4-0011-R5a-SM-4SOKC.1",5896544.05134151
"Brain - Nucleus accumbens (basal ganglia)","GTEX-12584-0011-R6a-SM-5NQ7C.1",1716450.59668107
"Brain - Hippocampus","GTEX-NPJ8-0011-R1a-SM-2HMLC.1",628687.535865275
"Brain - Anterior cingulate cortex (BA24)","GTEX-OHPN-0011-R3A-SM-2I5FC.1",1356650.1540011
"Brain - Anterior cingulate cortex (BA24)","GTEX-N7MT-0011-R3a-SM-2I3GC.1",766293.082247128
"Brain - Frontal Cortex (BA9)","GTEX-OXRN-0011-R10A-SM-2I5GC.1",4898605.20675965
"Brain - Anterior cingulate cortex (BA24)","GTEX-P44G-0011-R3A-SM-2I3FC.1",5124102.63617093
"Brain - Spinal cord (cervical c-1)","GTEX-R55E-0011-R9A-SM-2TC6C.1",1013046.17690803
"Brain - Cerebellum","GTEX-N7MT-1226-SM-26GMC.1",9709939.21933739
"Brain - Cerebellar Hemisphere","GTEX-T2IS-0011-R11A-SM-32QPC.1",28734415.4399278
"Brain - Nucleus accumbens (basal ganglia)","GTEX-RVPU-0011-R6A-SM-2XCAC.1",103420.815327501
"Brain - Substantia nigra","GTEX-UTHO-0011-R2A-SM-3GIKC.1",362599.398048929
"Brain - Substantia nigra","GTEX-S7SE-0011-R2A-SM-2XCDC.1",1991755.37832742
"Brain - Cortex","GTEX-QDT8-2926-SM-32PKC.1",6397920.10680533
"Brain - Cerebellum","GTEX-13O3Q-3026-SM-5IJGD.1",32888147.1852346
"Brain - Putamen (basal ganglia)","GTEX-13NYB-0011-R7a-SM-5MR5D.1",4200997.78660015
"Brain - Cerebellum","GTEX-13NYB-3226-SM-5J2ND.1",28712820.1524786
"Brain - Frontal Cortex (BA9)","GTEX-ZXG5-0011-R10a-SM-57WDD.1",1991486.02278982
"Brain - Frontal Cortex (BA9)","GTEX-13CZV-0011-R10b-SM-5LZYD.1",5642120.17941421
"Brain - Putamen (basal ganglia)","GTEX-12WSM-0011-R7b-SM-5EGLD.1",5102483.92650107
"Brain - Hippocampus","GTEX-11UD1-0011-R1b-SM-5BC7D.1",804869.479675368
"Brain - Frontal Cortex (BA9)","GTEX-145MI-0011-R10a-SM-5PNZD.1",881834.896766562
"Brain - Cerebellar Hemisphere","GTEX-P44G-0011-R11A-SM-2I3FD.1",29021079.9985947
"Brain - Hypothalamus","GTEX-PWO3-0011-R8A-SM-2I5GD.1",4783555.25887409
"Brain - Caudate (basal ganglia)","GTEX-NL4W-0011-R5a-SM-2I3GD.1",3366101.02003771
"Brain - Amygdala","GTEX-OHPN-0011-R4A-SM-2I5FD.1",930541.404630572
"Brain - Anterior cingulate cortex (BA24)","GTEX-N7MS-0011-R3a-SM-2HMKD.1",2735059.55099603
"Brain - Frontal Cortex (BA9)","GTEX-RU72-0011-R10A-SM-2TF6D.1",538476.852990431
"Brain - Hippocampus","GTEX-RNOR-0011-R1A-SM-2TF5D.1",546475.541346074
"Brain - Cortex","GTEX-N7MS-2425-SM-26GMD.1",3586656.36088957
"Brain - Caudate (basal ganglia)","GTEX-UTHO-0011-R5A-SM-3GIJD.1",1521284.94302545
"Brain - Caudate (basal ganglia)","GTEX-T6MN-0011-R5A-SM-32QPD.1",12240967.8061577
"Brain - Anterior cingulate cortex (BA24)","GTEX-QVUS-0011-R3A-SM-3GAFD.1",2327606.60038178
"Brain - Caudate (basal ganglia)","GTEX-RVPU-0011-R5A-SM-2XCAD.1",3854302.07637986
"Brain - Cerebellar Hemisphere","GTEX-S7SE-0011-R11A-SM-2XCDD.1",11400367.7288644
"Brain - Cerebellar Hemisphere","GTEX-QDT8-0011-R11A-SM-32PKD.1",35042944.6415814
"Brain - Hippocampus","GTEX-145LU-0011-R1a-SM-5Q5CE.1",866996.919977982
"Brain - Caudate (basal ganglia)","GTEX-13X6K-0011-R5b-SM-5PNUE.1",11180468.210191
"Brain - Spinal cord (cervical c-1)","GTEX-13N2G-0011-R9b-SM-5MR4E.1",655529.400742484
"Brain - Putamen (basal ganglia)","GTEX-ZAB4-0011-R7a-SM-4SOKE.1",5556980.40731242
"Brain - Frontal Cortex (BA9)","GTEX-13OW6-0011-R10a-SM-5L3HE.1",9067982.99546777
"Brain - Caudate (basal ganglia)","GTEX-11GSP-0011-R5a-SM-57WBE.1",5927028.07153146
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13JVG-0011-R6a-SM-5MR3E.1",3574874.98389722
"Brain - Cortex","GTEX-13FLW-1426-SM-5K7YE.1",4029605.68691518
"Brain - Frontal Cortex (BA9)","GTEX-14753-0011-R10b-SM-5S2WE.1",1620887.93638525
"Brain - Putamen (basal ganglia)","GTEX-12WSD-0011-R7b-SM-5PNWE.1",4516459.96556933
"Brain - Caudate (basal ganglia)","GTEX-13FXS-0011-R5b-SM-5LZYE.1",8130836.52461089
"Brain - Hippocampus","GTEX-13S7M-0011-R1b-SM-5PNZE.1",1800290.43553619
"Brain - Hippocampus","GTEX-13FTY-0011-R1a-SM-5LZXE.1",1085128.06099146
"Brain - Anterior cingulate cortex (BA24)","GTEX-13N1W-0011-R3a-SM-5MR5E.1",7492241.38940613
"Brain - Substantia nigra","GTEX-12WS9-0011-R2a-SM-5CVNE.1",337607.888603918
"Brain - Cerebellar Hemisphere","GTEX-13G51-0011-R11b-SM-5J2NE.1",32867840.1199217
"Brain - Hippocampus","GTEX-P44G-0011-R1A-SM-2I3FE.1",3872583.11960556
"Brain - Hippocampus","GTEX-TSE9-0011-R1A-SM-3DB7E.1",2187951.60969211
"Brain - Hippocampus","GTEX-S7SE-0011-R1A-SM-2XCDE.1",3525641.47606834
"Brain - Putamen (basal ganglia)","GTEX-T5JC-0011-R7A-SM-32PME.1",9259120.02716975
"Brain - Cortex","GTEX-12WSC-3026-SM-5GCNF.1",4836981.34420124
"Brain - Cerebellar Hemisphere","GTEX-13N2G-0011-R11a-SM-5MR3F.1",24392685.2404877
"Brain - Amygdala","GTEX-13O3O-0011-R4b-SM-5KM3F.1",2283982.71440115
"Brain - Substantia nigra","GTEX-1313W-0011-R2a-SM-5EGLF.1",2734263.19549356
"Brain - Hippocampus","GTEX-13OW7-0011-R1b-SM-5L3HF.1",2799833.70223331
"Brain - Hypothalamus","GTEX-13X6I-0011-R8a-SM-5PNZF.1",2913384.62799658
"Brain - Cerebellum","GTEX-14A5I-2826-SM-5SIBF.1",16555926.4073827
"Brain - Putamen (basal ganglia)","GTEX-12WSE-0011-R7a-SM-5PNWF.1",676925.599316071
"Brain - Cerebellum","GTEX-145MI-3126-SM-5Q5CF.1",18857089.3206385
"Brain - Caudate (basal ganglia)","GTEX-11H98-0011-R5b-SM-57WCF.1",4846982.63242338
"Brain - Hippocampus","GTEX-RNOR-0011-R1A-SM-5SI8F.1",3988288.88966963
"Brain - Anterior cingulate cortex (BA24)","GTEX-YJ89-0011-R3b-SM-4V6EF.1",6326447.20045907
"Brain - Frontal Cortex (BA9)","GTEX-P44G-0011-R10A-SM-2I3FF.1",4688519.59854314
"Brain - Caudate (basal ganglia)","GTEX-OXRN-0011-R5A-SM-2I5EF.1",2154844.30078816
"Brain - Substantia nigra","GTEX-NPJ7-0011-R2a-SM-2I3GF.1",573130.028457997
"Brain - Caudate (basal ganglia)","GTEX-OHPN-0011-R5A-SM-2I5FF.1",6107824.19281171
"Brain - Cerebellar Hemisphere","GTEX-RVPV-0011-R11A-SM-2TF6F.1",22497593.3668271
"Brain - Hypothalamus","GTEX-R55F-0011-R8A-SM-2TF4F.1",1890384.00730773
"Brain - Cortex","GTEX-R55F-1326-SM-2TF5F.1",496715.033552331
"Brain - Putamen (basal ganglia)","GTEX-QDT8-0011-R7A-SM-32PKF.1",12689737.5540175
"Brain - Frontal Cortex (BA9)","GTEX-S7SE-0011-R10A-SM-2XCDF.1",5553865.25196453
"Brain - Cerebellum","GTEX-14ASI-2926-SM-5Q5DG.1",27034934.2421154
"Brain - Cortex","GTEX-12696-2926-SM-5FQTG.1",147688.812376301
"Brain - Cerebellar Hemisphere","GTEX-13OW5-0011-R11b-SM-5L3GG.1",21066577.6622282
"Brain - Spinal cord (cervical c-1)","GTEX-12WSH-0011-R9b-SM-5LZUG.1",411188.794809636
"Brain - Substantia nigra","GTEX-ZDXO-0011-R2b-SM-4WKFG.1",552565.318717868
"Brain - Caudate (basal ganglia)","GTEX-13PLJ-0011-R5a-SM-5O9BG.1",2798779.70230357
"Brain - Hippocampus","GTEX-13N2G-0011-R1b-SM-5MR3G.1",1870627.3641804
"Brain - Caudate (basal ganglia)","GTEX-12WSD-0011-R5b-SM-5CVNG.1",4948389.13677405
"Brain - Caudate (basal ganglia)","GTEX-ZUA1-0011-R5b-SM-51MTG.1",6915305.25009076
"Brain - Nucleus accumbens (basal ganglia)","GTEX-Y8DK-0011-R6A-SM-4V6EG.1",8709552.75269648
"Brain - Cerebellar Hemisphere","GTEX-ZE9C-0011-R11a-SM-4WKGG.1",26130906.7912729
"Brain - Substantia nigra","GTEX-12ZZX-0011-R2a-SM-5EGLG.1",1117825.48103386
"Brain - Anterior cingulate cortex (BA24)","GTEX-13N2G-0011-R3b-SM-5MR5G.1",1846982.63242338
"Brain - Putamen (basal ganglia)","GTEX-11OF3-0011-R7a-SM-57WCG.1",6610746.11483915
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13JUV-0011-R6b-SM-5LZYG.1",5362540.84249727
"Brain - Putamen (basal ganglia)","GTEX-13G51-0011-R7b-SM-5LZXG.1",6581163.85014463
"Brain - Cerebellar Hemisphere","GTEX-RU72-0011-R11A-SM-5SI8G.1",24110716.8370633
"Brain - Putamen (basal ganglia)","GTEX-1445S-0011-R7b-SM-5PNUG.1",3048144.37456815
"Brain - Substantia nigra","GTEX-NL3H-0011-R2a-SM-2I3GG.1",2010200.37709775
"Brain - Caudate (basal ganglia)","GTEX-OXRO-0011-R5A-SM-2I5EG.1",505955.099602993
"Brain - Hypothalamus","GTEX-NPJ8-0011-R8a-SM-2HMLG.1",3423180.97178793
"Brain - Hippocampus","GTEX-N7MS-0011-R1a-SM-2HMJG.1",4038646.66409022
"Brain - Substantia nigra","GTEX-RVPU-0011-R2A-SM-2XCAG.1",102284.837625455
"Brain - Amygdala","GTEX-T6MN-0011-R4A-SM-32QPG.1",565494.384522596
"Brain - Frontal Cortex (BA9)","GTEX-13N1W-0011-R10b-SM-5MR4H.1",7330171.33354413
"Brain - Frontal Cortex (BA9)","GTEX-12WSF-0011-R10a-SM-5LZVH.1",5916698.87222007
"Brain - Hypothalamus","GTEX-13OVL-0011-R8a-SM-5L3HH.1",3106442.28179273
"Brain - Substantia nigra","GTEX-ZE9C-0011-R2a-SM-4WKGH.1",168932.766515593
"Brain - Cortex","GTEX-ZZPT-3026-SM-5GZXH.1",4396924.66242725
"Brain - Substantia nigra","GTEX-1445S-0011-R2b-SM-5PNUH.1",2737296.37306913
"Brain - Anterior cingulate cortex (BA24)","GTEX-Z93S-0011-R3b-SM-4RGNH.1",2671444.79968146
"Brain - Cerebellum","GTEX-13OVH-2926-SM-5IJFH.1",33925002.0494443
"Brain - Anterior cingulate cortex (BA24)","GTEX-12ZZX-0011-R3b-SM-5EGLH.1",2970546.55751912
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13OVJ-0011-R6b-SM-5L3GH.1",3994519.20036539
"Brain - Hippocampus","GTEX-YFC4-0011-R1a-SM-4V6EH.1",4004356.5330429
"Brain - Frontal Cortex (BA9)","GTEX-ZF28-0011-R10a-SM-4WWEH.1",7109721.39268523
"Brain - Nucleus accumbens (basal ganglia)","GTEX-14BIN-0011-R6a-SM-5S2RH.1",14855496.6096335
"Brain - Hypothalamus","GTEX-13NYS-0011-R8a-SM-5MR5H.1",2789926.10289381
"Brain - Cerebellum","GTEX-11EMC-3326-SM-5P9JH.1",24374087.9972831
"Brain - Cerebellar Hemisphere","GTEX-T6MN-0011-R11A-SM-5S2TH.1",62947206.3146308
"Brain - Cortex","GTEX-WHSE-3026-SM-3P5ZH.1",4594128.04928035
"Brain - Caudate (basal ganglia)","GTEX-Q2AG-0011-R5A-SM-2HMJH.1",8059269.929382
"Brain - Nucleus accumbens (basal ganglia)","GTEX-OHPN-0011-R6A-SM-2I5FH.1",2903277.93978147
"Brain - Frontal Cortex (BA9)","GTEX-OXRO-0011-R10A-SM-2I5EH.1",2903992.31751162
"Brain - Spinal cord (cervical c-1)","GTEX-QVJO-0011-R9A-SM-2S1QH.1",4232582.65116116
"Brain - Cerebellum","GTEX-R55E-2526-SM-2TC6H.1",24745576.1280727
"Brain - Amygdala","GTEX-R55E-0011-R4A-SM-2TC5H.1",2358781.57608123
"Brain - Cortex","GTEX-NPJ8-1526-SM-26GMH.1",1610441.62597056
"Brain - Amygdala","GTEX-TSE9-0011-R4A-SM-3DB7H.1",2627961.44702479
"Brain - Cortex","GTEX-1313W-3126-SM-5LZUI.1",4019171.08761081
"Brain - Cerebellum","GTEX-1128S-2826-SM-5N9DI.1",19549438.4522596
"Brain - Cerebellar Hemisphere","GTEX-ZF28-0011-R11a-SM-4WWEI.1",17995011.0669993
"Brain - Hippocampus","GTEX-13OW8-0011-R1a-SM-5L3HI.1",501212.099919194
"Brain - Cortex","GTEX-13OW6-3026-SM-5J2MI.1",5762170.77141084
"Brain - Caudate (basal ganglia)","GTEX-13PVQ-0011-R5b-SM-5O9DI.1",2922917.4718055
"Brain - Caudate (basal ganglia)","GTEX-12WSA-0011-R5b-SM-5GU5I.1",577264.050404618
"Brain - Cortex","GTEX-12WSH-3026-SM-5CVNI.1",5364332.64237782
"Brain - Putamen (basal ganglia)","GTEX-13FHP-0011-R7b-SM-5LZYI.1",2141493.63501154
"Brain - Substantia nigra","GTEX-145LS-0011-R2a-SM-5PNZI.1",2946398.24801789
"Brain - Cortex","GTEX-YJ89-3026-SM-5IFJI.1",5835974.18871283
"Brain - Cerebellar Hemisphere","GTEX-ZAB4-0011-R11a-SM-4SOKI.1",28164986.1223342
"Brain - Anterior cingulate cortex (BA24)","GTEX-1313W-0011-R3a-SM-5EGLI.1",3346742.5546616
"Brain - Putamen (basal ganglia)","GTEX-14BIN-0011-R7b-SM-5S2RI.1",4910644.22817927
"Brain - Spinal cord (cervical c-1)","GTEX-13FXS-0011-R9a-SM-5K7UI.1",1231048.49570788
"Brain - Caudate (basal ganglia)","GTEX-13PL6-0011-R5b-SM-5O9BI.1",766211.104474814
"Brain - Hippocampus","GTEX-12WSF-0011-R1a-SM-5DUVI.1",2022087.15408308
"Brain - Nucleus accumbens (basal ganglia)","GTEX-ZE7O-0011-R6a-SM-57WCI.1",3520113.83199241
"Brain - Putamen (basal ganglia)","GTEX-OHPN-0011-R7A-SM-2I5FI.1",2652156.60096734
"Brain - Substantia nigra","GTEX-N7MT-0011-R2a-SM-2I3GI.1",243895.583740294
"Brain - Hippocampus","GTEX-Q2AG-0011-R1A-SM-2HMJI.1",2989588.8229163
"Brain - Cerebellar Hemisphere","GTEX-R55E-0011-R11A-SM-2TC6I.1",32665600.9556266
"Brain - Hippocampus","GTEX-QVJO-0011-R1A-SM-2S1QI.1",656571.689561887
"Brain - Cortex","GTEX-RNOR-2326-SM-2TF4I.1",5568117.67323659
"Brain - Cerebellum","GTEX-NPJ8-2626-SM-26GMI.1",7742097.92830457
"Brain - Putamen (basal ganglia)","GTEX-S7SE-0011-R7A-SM-2XCDI.1",6457763.88059352
"Brain - Hippocampus","GTEX-RVPU-0011-R1A-SM-2XCAI.1",325158.978322734
"Brain - Nucleus accumbens (basal ganglia)","GTEX-QDT8-0011-R6A-SM-32PKI.1",4816685.98999871
"Brain - Cortex","GTEX-ZAK1-3026-SM-5S2MJ.1",4653971.82306854
"Brain - Nucleus accumbens (basal ganglia)","GTEX-12WSB-0011-R6b-SM-5GU6J.1",1531133.98681329
"Brain - Cerebellar Hemisphere","GTEX-13VXU-0011-R11b-SM-5O9DJ.1",39787373.0808418
"Brain - Frontal Cortex (BA9)","GTEX-11GSP-0011-R10a-SM-5NQ7J.1",2548876.3189638
"Brain - Anterior cingulate cortex (BA24)","GTEX-145LS-0011-R3a-SM-5S2VJ.1",4164459.12236939
"Brain - Hypothalamus","GTEX-ZVT3-0011-R8b-SM-57WDJ.1",2569745.51757252
"Brain - Anterior cingulate cortex (BA24)","GTEX-ZVT3-0011-R3b-SM-51MTJ.1",2942978.60380143
"Brain - Cerebellum","GTEX-ZYY3-3026-SM-5GIEJ.1",22674700.4883533
"Brain - Cerebellum","GTEX-147F4-3026-SM-5Q5BJ.1",22863026.853576
"Brain - Cerebellum","GTEX-13PVQ-2926-SM-5L3HJ.1",17379662.4858003
"Brain - Cerebellum","GTEX-13JVG-3226-SM-5IJGJ.1",30336823.2442117
"Brain - Cerebellar Hemisphere","GTEX-12WSC-0011-R11a-SM-5GU5J.1",12830985.2557121
"Brain - Cerebellar Hemisphere","GTEX-12WSB-0011-R11b-SM-57WBJ.1",23956844.5584326
"Brain - Frontal Cortex (BA9)","GTEX-X4EP-0011-R10B-SM-4QASJ.1",5716122.68559182
"Brain - Spinal cord (cervical c-1)","GTEX-QDT8-0011-R9A-SM-5SI8J.1",690978.931712516
"Brain - Cortex","GTEX-ZAJG-3126-SM-5HL9J.1",5115190.48120952
"Brain - Hypothalamus","GTEX-OHPN-0011-R8A-SM-2I5FJ.1",124044.080619284
"Brain - Amygdala","GTEX-NPJ7-0011-R4a-SM-2I3GJ.1",1866715.85333005
"Brain - Caudate (basal ganglia)","GTEX-RNOR-0011-R5A-SM-2TF4J.1",3438112.63745916
"Brain - Anterior cingulate cortex (BA24)","GTEX-RNOR-0011-R3A-SM-2TF5J.1",657391.467285013
"Brain - Frontal Cortex (BA9)","GTEX-QVJO-0011-R10A-SM-2S1QJ.1",2779690.59246507
"Brain - Cerebellar Hemisphere","GTEX-RU72-0011-R11A-SM-2TF6J.1",7253381.58310789
"Brain - Hypothalamus","GTEX-QMR6-0011-R8A-SM-32PKJ.1",9038271.90855967
"Brain - Cerebellum","GTEX-P44H-2426-SM-2XCEJ.1",21006757.3106606
"Brain - Cerebellum","GTEX-YFC4-3026-SM-5IFJK.1",27013620.0213142
"Brain - Anterior cingulate cortex (BA24)","GTEX-12ZZZ-0011-R3b-SM-5DUXK.1",2446181.59247678
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13112-0011-R6b-SM-5DUVK.1",5816205.83447517
"Brain - Substantia nigra","GTEX-13O3Q-0011-R2b-SM-5KM3K.1",3206431.74179344
"Brain - Substantia nigra","GTEX-12WSA-0011-R2a-SM-57WDK.1",366276.686692665
"Brain - Putamen (basal ganglia)","GTEX-13S7M-0011-R7a-SM-5O9DK.1",7063380.52910797
"Brain - Cerebellar Hemisphere","GTEX-X4EP-0011-R11B-SM-4QASK.1",23336788.1108808
"Brain - Amygdala","GTEX-14BIM-0011-R4b-SM-5S2RK.1",1848622.18786963
"Brain - Cerebellum","GTEX-11DXW-1026-SM-5H11K.1",26946655.8924451
"Brain - Substantia nigra","GTEX-ZV68-0011-R2a-SM-4YCDK.1",575261.450538125
"Brain - Cerebellum","GTEX-11NUK-3026-SM-5986K.1",25477883.5681412
"Brain - Cortex","GTEX-11OC5-0726-SM-5P9JK.1",6128365.48033119
"Brain - Frontal Cortex (BA9)","GTEX-145MH-0011-R10b-SM-5PNUK.1",5353862.90974247
"Brain - Hippocampus","GTEX-13112-0011-R1b-SM-5HL7K.1",2155734.34517327
"Brain - Hippocampus","GTEX-132Q8-0011-R1a-SM-5EGLK.1",1164541.10014171
"Brain - Cerebellar Hemisphere","GTEX-13RTJ-0011-R11a-SM-5O9CK.1",37333801.7777465
"Brain - Frontal Cortex (BA9)","GTEX-T5JC-0011-R10A-SM-5S2TK.1",13078359.0392205
"Brain - Hippocampus","GTEX-WHSE-0011-R1A-SM-3P5ZK.1",6369942.26422606
"Brain - Frontal Cortex (BA9)","GTEX-N7MS-0011-R10A-SM-2HMJK.1",7054632.32969118
"Brain - Cerebellum","GTEX-P44G-2526-SM-2I5EK.1",13745658.105845
"Brain - Amygdala","GTEX-NL3H-0011-R4a-SM-2I3GK.1",1114733.74790664
"Brain - Substantia nigra","GTEX-QVJO-0011-R2A-SM-2S1QK.1",993640.867090609
"Brain - Hypothalamus","GTEX-N7MS-0011-R8a-SM-2YUMK.1",836067.877595474
"Brain - Cerebellum","GTEX-N7MT-1226-SM-2TC6K.1",17280703.6035086
"Brain - Frontal Cortex (BA9)","GTEX-P44H-0011-R10A-SM-2XCEK.1",2290868.84727541
"Brain - Cerebellar Hemisphere","GTEX-QMR6-0011-R11A-SM-32PKK.1",31055943.9740482
"Brain - Caudate (basal ganglia)","GTEX-T5JC-0011-R5A-SM-32PLK.1",3567625.80660272
"Brain - Anterior cingulate cortex (BA24)","GTEX-139TT-0011-R3b-SM-5K7VL.1",2724437.57392638
"Brain - Hypothalamus","GTEX-131XH-0011-R8a-SM-5EGLL.1",2792326.88051154
"Brain - Hypothalamus","GTEX-X4EP-0011-R8B-SM-4QASL.1",2065804.72894635
"Brain - Hypothalamus","GTEX-13RTJ-0011-R8b-SM-5O9DL.1",7254681.51635457
"Brain - Anterior cingulate cortex (BA24)","GTEX-14BIM-0011-R3b-SM-5S2RL.1",4125449.41385892
"Brain - Hypothalamus","GTEX-Z93S-0011-R8a-SM-4RGNL.1",4291876.00276382
"Brain - Hypothalamus","GTEX-139UC-0011-R8b-SM-5IJCL.1",1623113.04734802
"Brain - Hypothalamus","GTEX-145MH-0011-R8a-SM-5PNUL.1",4737776.52859267
"Brain - Cerebellum","GTEX-13N2G-3126-SM-5IJGL.1",31426085.3271498
"Brain - Amygdala","GTEX-13112-0011-R4b-SM-5DUXL.1",1568890.6065184
"Brain - Spinal cord (cervical c-1)","GTEX-13OW5-0011-R9b-SM-5O9CL.1",2255641.82740165
"Brain - Cerebellum","GTEX-11GSO-3026-SM-5Q5AL.1",24523802.8317464
"Brain - Amygdala","GTEX-131YS-0011-R4a-SM-5DUVL.1",2478925.8569605
"Brain - Cortex","GTEX-ZYY3-3126-SM-5SI9L.1",4139455.90181405
"Brain - Frontal Cortex (BA9)","GTEX-OHPN-0011-R10A-SM-2I5FL.1",595896.426940238
"Brain - Anterior cingulate cortex (BA24)","GTEX-NL3H-0011-R3a-SM-2I3GL.1",3486643.47866821
"Brain - Nucleus accumbens (basal ganglia)","GTEX-R55F-0011-R6A-SM-2TF4L.1",5234772.62879293
"Brain - Amygdala","GTEX-QVJO-0011-R4A-SM-2S1QL.1",2483422.92332736
"Brain - Caudate (basal ganglia)","GTEX-R55F-0011-R5A-SM-2TF5L.1",3115647.21451241
"Brain - Nucleus accumbens (basal ganglia)","GTEX-TSE9-0011-R6A-SM-3DB7L.1",8824321.63393412
"Brain - Cerebellum","GTEX-S7SE-2526-SM-2XCDL.1",29221375.118575
"Brain - Hypothalamus","GTEX-P44H-0011-R8A-SM-2XCEL.1",4045685.04139878
"Brain - Putamen (basal ganglia)","GTEX-145LS-0011-R7a-SM-5PNWM.1",7105212.61520804
"Brain - Putamen (basal ganglia)","GTEX-13QJC-0011-R7b-SM-5PNUM.1",1500064.41110682
"Brain - Frontal Cortex (BA9)","GTEX-147GR-0011-R10b-SM-5S2UM.1",5333825.19996721
"Brain - Cortex","GTEX-11ONC-2926-SM-5P9JM.1",5483235.54556207
"Brain - Cerebellum","GTEX-ZDXO-2926-SM-4WKFM.1",23235334.7620888
"Brain - Hippocampus","GTEX-ZE7O-0011-R1a-SM-57WDM.1",1203972.40862406
"Brain - Cerebellar Hemisphere","GTEX-131YS-0011-R11b-SM-5EGLM.1",26692864.4204757
"Brain - Caudate (basal ganglia)","GTEX-YJ89-0011-R5a-SM-4V6GM.1",3909859.58378714
"Brain - Anterior cingulate cortex (BA24)","GTEX-131XH-0011-R3b-SM-5DUWM.1",4095234.74920657
"Brain - Cerebellum","GTEX-11ZVC-3026-SM-59HJM.1",25667662.1110447
"Brain - Frontal Cortex (BA9)","GTEX-13FHO-0011-R10b-SM-5J2MM.1",7210682.87484337
"Brain - Caudate (basal ganglia)","GTEX-132Q8-0011-R5a-SM-5IJDM.1",7453266.81422666
"Brain - Anterior cingulate cortex (BA24)","GTEX-WHSE-0011-R3A-SM-3P5ZM.1",3848797.85452458
"Brain - Cerebellar Hemisphere","GTEX-OHPN-0011-R11A-SM-2I5FM.1",19598601.6934265
"Brain - Caudate (basal ganglia)","GTEX-QVJO-0011-R5A-SM-2S1QM.1",6201126.60881378
"Brain - Substantia nigra","GTEX-NPJ8-0011-R2a-SM-2TC6M.1",679642.576912717
"Brain - Hypothalamus","GTEX-T5JC-0011-R8A-SM-32PLM.1",9012929.06580471
"Brain - Cortex","GTEX-T2IS-3026-SM-32QPM.1",6184449.98770333
"Brain - Amygdala","GTEX-QDT8-0011-R4A-SM-32PKM.1",3515792.43228051
"Brain - Cortex","GTEX-ZVT3-3026-SM-5E43N.1",6595205.47143074
"Brain - Cerebellar Hemisphere","GTEX-Z93S-0011-R11a-SM-4RGNN.1",20702631.4864912
"Brain - Cortex","GTEX-14ASI-3026-SM-5S2PN.1",5567895.16214032
"Brain - Cerebellar Hemisphere","GTEX-139UW-0011-R11a-SM-5IJGN.1",25222405.6962841
"Brain - Cortex","GTEX-Y111-2726-SM-4TT3N.1",9311187.62369858
"Brain - Putamen (basal ganglia)","GTEX-139TT-0011-R7b-SM-5J2MN.1",8507465.8328356
"Brain - Nucleus accumbens (basal ganglia)","GTEX-139TT-0011-R6b-SM-5J2ON.1",3478820.45696752
"Brain - Cortex","GTEX-13FXS-3126-SM-5J2NN.1",14306268.9573598
"Brain - Cerebellar Hemisphere","GTEX-13CZV-0011-R11b-SM-5N9FN.1",29466348.1244657
"Brain - Hippocampus","GTEX-1399T-0011-R1b-SM-5DUWN.1",1596727.91577369
"Brain - Cerebellar Hemisphere","GTEX-14BIM-0011-R11b-SM-5S2RN.1",20486022.7898207
"Brain - Cerebellar Hemisphere","GTEX-131XH-0011-R11a-SM-5EGLN.1",28373525.8639871
"Brain - Amygdala","GTEX-1445S-0011-R4a-SM-5PNWN.1",675180.643876845
"Brain - Frontal Cortex (BA9)","GTEX-XLM4-0011-R10A-SM-5S2TN.1",13127990.7248006
"Brain - Amygdala","GTEX-WHSE-0011-R4A-SM-3P5ZN.1",1651653.02322313
"Brain - Putamen (basal ganglia)","GTEX-N7MS-0011-R7a-SM-2HMKN.1",3577123.51708065
"Brain - Spinal cord (cervical c-1)","GTEX-OHPN-0011-R9A-SM-2YUMN.1",145276.323648245
"Brain - Caudate (basal ganglia)","GTEX-R55E-0011-R5A-SM-2TC5N.1",2873297.49733572
"Brain - Nucleus accumbens (basal ganglia)","GTEX-QVJO-0011-R6A-SM-2S1QN.1",6323062.68957359
"Brain - Hippocampus","GTEX-R55E-0011-R1A-SM-2TC6N.1",2030331.77575566
"Brain - Cerebellar Hemisphere","GTEX-TSE9-0011-R11A-SM-3DB7N.1",40123083.7695722
"Brain - Caudate (basal ganglia)","GTEX-QDT8-0011-R5A-SM-32PKN.1",2337572.75527292
"Brain - Cerebellum","GTEX-T6MN-2526-SM-32PMN.1",34340465.3995245
"Brain - Nucleus accumbens (basal ganglia)","GTEX-147GR-0011-R6b-SM-5S2RO.1",5092623.1716029
"Brain - Spinal cord (cervical c-1)","GTEX-131XW-0011-R9a-SM-5N9EO.1",282671.070044151
"Brain - Substantia nigra","GTEX-11UD1-0011-R2b-SM-5BC6O.1",175959.432713816
"Brain - Cerebellar Hemisphere","GTEX-13CF2-0011-R11b-SM-5LZXO.1",25244633.3836911
"Brain - Cerebellum","GTEX-Y111-2826-SM-4TT3O.1",38948471.1145464
